tsne_1 tsne_2 label subject_code visual_run_index
-14.56309605 -12.97750378 0 1 76
8.86664581 13.70821857 0 1 77
-4.04286146 -26.47321701 0 1 78
-10.11427689 -20.39364433 0 1 79
4.45359087 -0.23588565 0 1 80
5.85109520 11.27546406 0 1 81
9.08003902 9.81318474 0 1 82
5.49267054 6.71101379 0 1 83
1.93477225 -1.59375608 0 1 84
-4.38273811 -4.72237253 0 1 85
-7.16526461 1.46664429 0 1 86
-0.27101824 10.19441700 0 1 87
-9.48975754 1.76346445 0 1 88
-10.44132233 -22.58111954 0 1 89
-10.23614025 -22.81406975 0 1 90
4.95356655 -19.43425941 0 1 91
20.51047325 -11.63682270 0 1 92
-8.80925465 -2.35257387 0 1 93
34.39048767 6.80812645 0 1 94
23.50646591 -3.80684114 0 1 95
-7.98841238 -15.45844460 0 1 96
7.47889280 5.62371540 0 1 97
7.15472412 8.04162979 0 1 98
25.10493469 3.18925738 0 1 99
30.03694916 -19.23729324 0 1 100
7.65846920 17.97437668 0 1 101
-6.56389284 -0.89732492 0 1 102
1.59208834 9.30641937 0 1 103
29.62398338 -19.01770592 0 1 104
24.37345123 0.46406704 0 2 105
21.77429581 -1.21074367 0 2 106
-1.41543305 -4.67452288 0 2 107
-6.75555038 -20.79722977 0 2 108
30.20095444 1.54897177 0 2 109
-0.58451486 -0.30471769 0 2 110
4.78399658 -22.40239143 0 2 111
-7.90334225 -21.82843208 0 2 112
9.84743977 -19.91936111 0 2 113
2.76783895 -17.87247086 0 2 114
3.41218734 -8.61622047 0 2 115
-9.84072399 -20.86851883 0 2 116
-2.77359176 -2.87666774 0 2 117
25.59451103 -6.36540127 0 2 118
-2.72065949 -9.65611649 0 2 119
21.81735039 -7.51312208 0 2 120
18.15801239 -12.96495819 0 2 121
13.59198475 -28.13667488 0 2 122
22.54269981 -19.49489784 0 2 123
-5.71991825 -17.80643463 0 2 124
4.45165634 -14.81555080 0 2 125
14.31352711 19.77662468 0 2 126
6.06268215 16.29707527 0 2 127
25.05573273 -2.96484399 0 2 128
13.17566013 7.72238350 0 2 129
24.55151367 -9.67804718 0 2 130
10.94282532 -18.34921074 0 2 131
18.10459709 -14.20421982 0 2 132
14.71560860 -15.58190536 0 2 133
8.91110134 -5.69370651 0 2 134
12.61333466 -14.08845043 0 2 135
17.70436287 -12.95216846 0 2 136
13.73528290 -15.95672798 0 2 137
10.68550014 1.66135585 0 2 138
22.27744484 3.31057811 0 2 139
19.45592880 9.70017433 0 2 140
22.16347313 -7.85683155 0 2 141
6.01624107 -14.44642067 0 2 142
-4.20431805 -6.20169020 0 2 143
4.12758255 -2.92884088 0 2 144
-9.71936226 -24.73164368 0 2 145
0.74241376 -15.32268238 0 2 146
19.15580559 -1.15107715 0 2 147
12.80639076 -2.84007192 0 2 148
22.30454636 3.28717661 0 2 149
12.93928432 -27.78222084 0 2 150
24.52688026 -20.34485245 0 2 151
-6.87129879 -14.43023968 0 2 152
7.02890491 -5.35300922 0 2 153
9.92761230 11.05688095 0 2 154
19.22525597 -5.12727404 0 2 155
-1.21672535 -3.56918335 0 2 156
9.35107422 -12.15430164 0 2 157
9.46633530 -13.89376354 0 2 158
2.43811393 -6.84772110 0 2 159
11.85748482 -15.49819851 0 2 160
21.08355904 -17.08419800 0 2 161
24.61074066 -8.18887424 0 2 162
23.58886909 5.47978449 0 2 163
11.30191898 -26.03983116 0 2 164
24.60360336 -19.95663643 0 2 165
8.54626369 -21.05675507 0 2 166
11.83966827 -6.96269751 0 2 167
11.98934364 -17.87530708 0 2 168
31.67312622 3.42830205 0 2 169
26.32302856 -4.57083368 0 2 170
22.95046043 -14.68850422 0 3 171
-7.11730814 -18.63828659 0 3 172
6.62429619 -26.13137245 0 3 173
17.07798195 -6.89013577 0 3 174
-0.49801975 -12.02057648 0 3 175
26.91348457 12.27923679 0 3 176
24.41021919 -5.30025482 0 3 177
14.79810333 4.38032484 0 3 178
27.49084091 1.73512399 0 3 179
12.58111382 3.37520790 0 3 180
26.39559555 -7.62577152 0 3 181
-3.04618263 -8.20458603 0 3 182
0.46632737 -18.79069710 0 3 183
6.83453560 13.36195946 0 3 184
-9.29761600 -11.74265766 0 3 185
-10.18962002 -16.90395546 0 3 186
19.55628204 -0.10123862 0 3 187
10.40056992 15.85461712 0 3 188
28.06407547 11.01081085 0 3 189
22.65551567 -6.31278133 0 3 190
17.20780373 -6.95843792 0 3 191
23.52062416 2.23345590 0 3 192
15.26746941 20.72651863 0 3 193
9.56760502 12.24326134 0 3 194
21.56940269 -14.90299511 0 3 195
-7.00143290 -12.06765652 0 3 196
5.70461035 -22.84078217 0 3 197
-3.08791232 -14.71923637 0 3 198
-3.62124491 -23.56236649 0 3 199
-5.99350691 2.11518741 0 3 200
2.84360099 -19.81666946 0 3 201
7.32757378 -29.90308762 0 3 202
-14.00951004 -17.95717430 0 3 203
-6.30313158 4.67258549 0 3 204
-9.05268097 -9.04628754 0 3 205
8.13809967 -21.27574730 0 3 206
-7.04418087 -25.21101570 0 3 207
33.68771744 -0.25477979 0 3 208
20.46256256 -7.43329191 0 3 209
16.01344872 4.53390503 0 3 210
11.54989147 -21.72655487 0 3 211
-2.86955333 -21.04270172 0 3 212
7.18776798 9.92297745 0 3 213
23.72591782 -12.44741917 0 3 214
14.56504250 -25.86664391 0 3 215
32.38721085 -7.87596178 0 3 216
0.45505086 -13.45313740 0 3 217
-4.08664608 3.06357884 0 3 218
0.64010561 17.23902321 0 3 219
13.97634792 15.83182335 0 3 220
26.19235039 -14.30852222 0 3 221
-3.71591496 -19.01786995 0 3 222
-9.29815960 -9.56558323 0 3 223
1.33020556 -13.66912651 0 3 224
-7.83522081 4.13513708 0 14 225
-6.66837025 -4.12950611 0 14 226
7.26537895 7.60692453 0 14 227
8.63239765 6.59801912 0 14 228
13.78203392 4.57438898 0 14 229
33.65872955 3.97237349 0 14 230
-1.54379034 11.45309353 0 14 231
-12.44381332 -2.37785649 0 14 232
-17.18455696 -6.67670488 0 14 233
-17.65612030 -10.12846661 0 14 234
-14.46346855 -6.02052212 0 14 235
-15.00347614 -9.42104721 0 14 236
-6.62531614 7.74696016 0 14 237
